code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD
1376.T,1,1.2,1.5,0.6,0.02,0.05,0.26666666666666666,0.32,15,0.29056018608257417,0.4166666666666667,0.5714285714285714,12,1,1.2,1.5,0.6,0.02,0.05,0.5707432226621993
1382.T,1,1.2,2.0,0.8,0.02,0.02,0.25,0.39999999999999997,8,0.19978675196588033,0.0,0.0,10,1,1.2,2.0,0.8,0.02,0.02,0.0
1401.T,3,1.2,2.0,0.8,0.02,0.05,0.64,1.2,25,1.0655293438180284,0.21052631578947367,0.17142857142857143,19,3,1.2,2.0,0.8,0.02,0.05,0.15982940157270425
142A.T,2,1.2,2.0,0.6,0.02,0.02,0.9090909090909091,6.0,11,5.9936025589764075,0.3333333333333333,0.39999999999999997,6,2,1.2,2.0,0.6,0.02,0.02,0.29968012794882043
145A.T,3,1.2,1.5,0.8,0.02,0.05,0.625,2.0,16,1.3317341862117984,0.42857142857142855,0.7999999999999999,7,3,1.2,1.5,0.8,0.02,0.05,0.5992803837953092
1490.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0,1,0.8,1.5,0.6,0.02,0.02,0.0
1491.T,5,1.2,2.0,0.6,0.05,0.05,0.3888888888888889,0.43448275862068964,54,0.38141107193486246,0.47368421052631576,0.5399999999999999,38,5,1.2,2.0,0.6,0.05,0.05,0.5394242303078768
1798.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,1.0,999.0,1,1,0.8,1.5,0.6,0.02,0.02,
186A.T,3,1.2,2.0,0.6,0.02,0.05,0.2413793103448276,0.19534883720930232,116,0.19070553596743123,0.25,0.20425531914893616,64,3,1.2,2.0,0.6,0.02,0.05,0.19978675196588033
1980.T,1,1.2,2.0,0.6,0.02,0.05,0.37037037037037035,0.375,27,0.352564856410377,0.1,0.075,10,1,1.2,2.0,0.6,0.02,0.05,0.06659558398862678
2138.T,5,1.2,2.0,0.6,0.02,0.05,0.6,0.8999999999999999,10,0.8990403838464615,0.14285714285714285,0.12,7,5,1.2,2.0,0.6,0.02,0.05,0.09989337598294017
2160.T,2,1.2,1.5,1.0,0.02,0.02,0.4166666666666667,0.5797101449275363,120,0.5707432226621993,0.1044776119402985,0.09333333333333334,67,2,1.2,1.5,1.0,0.02,0.02,0.09322139303482588
219A.T,1,1.2,1.5,1.0,0.05,0.05,0.37,0.46984126984126984,100,0.46927776085558603,0.2459016393442623,0.2608695652173913,61,1,1.2,1.5,1.0,0.05,0.05,0.26055668860665615
228A.T,2,1.2,2.0,0.6,0.02,0.02,0.4186046511627907,0.44999999999999996,43,0.4315393842463016,0.23076923076923078,0.19285714285714284,39,2,1.2,2.0,0.6,0.02,0.02,0.1798080767692923
2315.T,1,1.0,1.5,0.8,0.02,0.02,0.875,4.666666666666667,8,4.66044776119403,1.0,999.0,2,1,1.0,1.5,0.8,0.02,0.02,
2471.T,1,1.2,1.5,0.8,0.05,0.02,0.2631578947368421,0.3333333333333333,19,0.2853716113310996,0.5714285714285714,1.0666666666666667,7,1,1.2,1.5,0.8,0.05,0.02,1.0653873489694385
2998.T,1,1.2,1.5,0.6,0.05,0.05,0.2,0.21428571428571427,75,0.19976012793176975,0.08333333333333333,0.07999999999999999,36,1,1.2,1.5,0.6,0.05,0.05,0.07264004652064354
319A.T,1,1.2,1.5,1.0,0.05,0.05,0.26,0.29714285714285715,50,0.2807439635797845,0.24,0.2526315789473684,25,1,1.2,1.5,1.0,0.05,0.05,0.25232858265065655
3237.T,2,1.2,1.5,1.0,0.02,0.05,0.625,2.0,8,1.3317341862117984,0.75,2.4,8,2,1.2,1.5,1.0,0.02,0.05,2.397121535181237
3267.T,5,1.2,2.0,0.6,0.02,0.02,0.30612244897959184,0.28125,49,0.26442364230778276,0.625,1.0,16,5,1.2,2.0,0.6,0.02,0.02,0.9989337598294017
3388.T,1,1.2,1.5,0.6,0.02,0.02,0.15384615384615385,0.14545454545454545,39,0.14528009304128708,0.38461538461538464,0.5,26,1,1.2,1.5,0.6,0.02,0.02,0.49940031982942434
338A.T,3,1.2,1.5,1.0,0.05,0.02,0.19834710743801653,0.2021052631578947,121,0.19770074516958655,0.0,0.0,28,3,1.2,1.5,1.0,0.05,0.02,0.0
341A.T,5,1.2,2.0,1.0,0.05,0.02,0.23943661971830985,0.19615384615384615,71,0.18868748796777587,0.3191489361702128,0.28125,47,5,1.2,2.0,1.0,0.05,0.02,0.28095011995201924
3446.T,3,1.2,1.5,0.6,0.02,0.02,0.23333333333333334,0.24615384615384617,120,0.24318624269954578,0.22641509433962265,0.23999999999999996,53,3,1.2,1.5,0.6,0.02,0.02,0.23386551562743774
3489.T,1,1.2,1.5,0.6,0.02,0.02,0.38461538461538464,0.5333333333333333,26,0.49940031982942434,0.3333333333333333,0.39999999999999997,9,1,1.2,1.5,0.6,0.02,0.02,0.3995202558635394
352A.T,3,1.2,1.5,0.8,0.02,0.05,0.2413793103448276,0.26666666666666666,29,0.2542401628222524,0.0,0.0,26,3,1.2,1.5,0.8,0.02,0.05,0.0
3692.T,1,1.2,2.0,0.6,0.05,0.02,0.12745098039215685,0.09069767441860464,102,0.08754700367044194,0.2727272727272727,0.225,55,1,1.2,2.0,0.6,0.05,0.02,0.22476009596161536
3697.T,3,1.2,2.0,0.8,0.05,0.05,0.3055555555555556,0.27123287671232876,108,0.2637185125949621,0.2413793103448276,0.19534883720930232,58,3,1.2,2.0,0.8,0.05,0.05,0.19070553596743123
3779.T,1,1.2,1.5,0.8,0.02,0.05,0.26666666666666666,0.32,15,0.29056018608257417,0.25,0.26666666666666666,4,1,1.2,1.5,0.8,0.02,0.05,0.26634683724235964
3803.T,2,1.2,2.0,1.0,0.05,0.05,0.5517241379310345,0.96,29,0.7376741611047889,0.16666666666666666,0.12,6,2,1.2,2.0,1.0,0.05,0.05,0.11987205117952819
3843.T,2,1.2,1.5,1.0,0.05,0.02,0.2777777777777778,0.3076923076923077,36,0.30732327374118423,0.125,0.13333333333333333,24,2,1.2,1.5,1.0,0.05,0.02,0.11414864453243985
3856.T,1,1.2,2.0,0.6,0.02,0.02,0.25862068965517243,0.21428571428571427,58,0.20907915903406082,0.25,0.3,4,1,1.2,2.0,0.6,0.02,0.02,0.19978675196588033
3935.T,5,1.2,2.0,1.0,0.02,0.05,0.3411764705882353,0.31071428571428567,85,0.31038298966127836,0.2641509433962264,0.24000000000000002,53,5,1.2,2.0,1.0,0.02,0.05,0.2151549636555634
3936.T,3,1.2,1.5,1.0,0.02,0.05,0.13333333333333333,0.13333333333333333,15,0.12292930949647368,0.14285714285714285,0.19999999999999998,7,3,1.2,1.5,1.0,0.02,0.05,0.13317341862117982
3979.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,1,1,0.8,1.5,0.6,0.02,0.02,
3997.T,1,1.2,1.5,1.0,0.02,0.05,0.2619047619047619,0.30344827586206896,42,0.2835305041612216,0.5,0.7999999999999999,6,1,1.2,1.5,1.0,0.02,0.05,0.799040511727079
4125.T,1,1.2,2.0,0.8,0.02,0.05,0.6666666666666666,1.2,9,1.1987205117952817,0.2857142857142857,0.24,14,1,1.2,2.0,0.8,0.02,0.05,0.2397441023590564
414A.T,2,1.2,2.0,0.8,0.05,0.05,0.2765957446808511,0.22941176470588234,94,0.22916715666674511,0.2641509433962264,0.2210526315789474,53,2,1.2,2.0,0.8,0.05,0.05,0.2151549636555634
4316.T,5,1.2,1.5,0.8,0.02,0.05,0.19480519480519481,0.2,77,0.19331625283719653,0.10810810810810811,0.09999999999999999,37,5,1.2,1.5,0.8,0.02,0.05,0.09685339536085806
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.42391304347826086,0.5886792452830188,92,0.5879732067425676,0.22033898305084745,0.22608695652173913,59,5,1.2,1.5,1.0,0.02,0.05,0.22581579679243535
4420.T,5,1.2,2.0,1.0,0.02,0.05,0.42857142857142855,0.6749999999999999,21,0.4495201919232308,0.5833333333333334,0.8400000000000001,12,5,1.2,2.0,1.0,0.02,0.05,0.8391043582566976
4425.T,1,1.2,1.5,1.0,0.02,0.02,0.391304347826087,0.6,23,0.5136689003959793,0.0,0.0,17,1,1.2,1.5,1.0,0.02,0.02,0.0
4493.T,1,1.2,1.5,0.8,0.02,0.02,0.30864197530864196,0.36363636363636365,81,0.35671451416387456,0.19047619047619047,0.18823529411764706,42,1,1.2,1.5,0.8,0.02,0.02,0.1880095321710774
4571.T,1,1.2,1.5,0.6,0.02,0.05,0.28378378378378377,0.3230769230769231,74,0.31660095747676714,0.15384615384615385,0.14545454545454545,13,1,1.2,1.5,0.6,0.02,0.05,0.14528009304128708
4586.T,1,1.2,1.5,0.8,0.02,0.02,0.47619047619047616,0.8,21,0.7264004652064353,0.6153846153846154,1.28,13,1,1.2,1.5,0.8,0.02,0.02,1.2784648187633265
4594.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,8,,0.0,0.0,0,1,0.8,1.5,0.6,0.02,0.02,0.0
4617.T,5,1.2,2.0,0.6,0.02,0.02,0.26666666666666666,0.24,75,0.21794918396277851,0.16666666666666666,0.12,48,5,1.2,2.0,0.6,0.02,0.02,0.11987205117952819
4664.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,,0.25,0.13333333333333333,4,1,0.8,2.0,0.6,0.02,0.02,0.13314674130347862
4667.T,5,1.2,1.5,0.8,0.05,0.05,0.2727272727272727,0.3428571428571428,11,0.29964019189765456,0.5,0.7999999999999999,2,5,1.2,1.5,0.8,0.05,0.05,0.799040511727079
4673.T,3,1.2,1.5,0.6,0.02,0.05,0.6666666666666666,1.5999999999999999,9,1.5980810234541576,0.0,0.0,7,3,1.2,1.5,0.6,0.02,0.05,0.0
5027.T,1,1.2,2.0,1.0,0.02,0.02,0.19047619047619047,0.15,21,0.1410259425641508,0.42857142857142855,0.44999999999999996,21,1,1.2,2.0,1.0,0.02,0.02,0.4495201919232308
5029.T,1,1.2,2.0,0.8,0.02,0.02,0.7142857142857143,1.5,7,1.4984006397441028,0.5,999.0,2,1,1.2,2.0,0.8,0.02,0.02,0.599360255897641
5131.T,2,1.2,2.0,1.0,0.02,0.02,0.47058823529411764,0.5333333333333333,68,0.5327646719090141,0.3469387755102041,0.3290322580645161,49,2,1.2,2.0,1.0,0.02,0.02,0.31841013594562173
5243.T,1,1.2,2.0,0.6,0.02,0.05,0.13274336283185842,0.09375,113,0.09173881467821036,0.25,0.20571428571428568,48,1,1.2,2.0,0.6,0.02,0.05,0.19978675196588033
5256.T,1,1.2,1.5,0.6,0.02,0.02,0.22580645161290322,0.23333333333333334,31,0.2330534825870647,0.14285714285714285,0.13333333333333333,7,1,1.2,1.5,0.6,0.02,0.02,0.13317341862117982
5344.T,2,1.2,2.0,1.0,0.02,0.05,0.2,0.15,75,0.14984006397441024,0.2916666666666667,0.24705882352941178,24,2,1.2,2.0,1.0,0.02,0.05,0.246795399487264
5595.T,1,1.2,2.0,0.6,0.05,0.02,0.22807017543859648,0.18139534883720929,114,0.17708371196975758,0.24,0.19999999999999998,50,1,1.2,2.0,0.6,0.05,0.02,0.18927165975714977
5729.T,5,1.2,2.0,0.6,0.02,0.05,0.33962264150943394,0.30857142857142855,53,0.30824241731878677,0.5294117647058824,0.7714285714285714,17,5,1.2,2.0,0.6,0.02,0.05,0.6742802878848462
5982.T,2,1.2,1.5,1.0,0.02,0.02,0.16666666666666666,0.16,6,0.1598081023454158,0.4,0.5333333333333333,5,2,1.2,1.5,1.0,0.02,0.02,0.5326936744847194
5994.T,2,1.2,1.5,1.0,0.02,0.05,0.23076923076923078,0.3,26,0.23971215351812372,0.3333333333333333,0.39999999999999997,3,2,1.2,1.5,1.0,0.02,0.05,0.3995202558635394
5998.T,1,1.0,2.0,1.0,0.02,0.05,0.3333333333333333,0.3333333333333333,12,0.24970011995201913,0.5555555555555556,0.8333333333333334,9,1,1.0,2.0,1.0,0.02,0.05,0.624250299880048
6022.T,5,1.2,1.5,0.6,0.02,0.05,0.875,5.6000000000000005,8,5.593283582089553,0.0,0.0,1,5,1.2,1.5,0.6,0.02,0.05,0.0
