code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.42391304347826086,0.5886792452830188,92,0.5879732067425676,0.22033898305084745,0.22608695652173913,59,5,1.2,1.5,1.0,0.02,0.05,0.22581579679243535
4418.T,5,1.2,2.0,0.8,0.02,0.02,0.4189189189189189,0.4536585365853658,74,0.4320969286703923,0.2222222222222222,0.17142857142857143,36,5,1.2,2.0,0.8,0.02,0.02,0.171245787399326
4420.T,5,1.2,2.0,1.0,0.02,0.05,0.42857142857142855,0.6749999999999999,21,0.4495201919232308,0.5833333333333334,0.8400000000000001,12,5,1.2,2.0,1.0,0.02,0.05,0.8391043582566976
4446.T,2,1.2,2.0,0.8,0.05,0.05,0.24390243902439024,0.1956521739130435,123,0.1933420180314971,0.40816326530612246,0.41379310344827586,49,2,1.2,2.0,0.8,0.05,0.05,0.41335190061906274
4493.T,1,1.2,1.5,0.8,0.02,0.02,0.30864197530864196,0.36363636363636365,81,0.35671451416387456,0.19047619047619047,0.18823529411764706,42,1,1.2,1.5,0.8,0.02,0.02,0.1880095321710774
4571.T,1,1.2,1.5,0.6,0.02,0.05,0.28378378378378377,0.3230769230769231,74,0.31660095747676714,0.15384615384615385,0.14545454545454545,13,1,1.2,1.5,0.6,0.02,0.05,0.14528009304128708
4586.T,1,1.2,1.5,0.8,0.02,0.02,0.47619047619047616,0.8,21,0.7264004652064353,0.6153846153846154,1.28,13,1,1.2,1.5,0.8,0.02,0.02,1.2784648187633265
4596.T,1,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,0.0,0.0,0,1,0.8,1.5,1.0,0.02,0.02,0.0
4667.T,5,1.2,1.5,0.8,0.05,0.05,0.2727272727272727,0.3428571428571428,11,0.29964019189765456,0.5,0.7999999999999999,2,5,1.2,1.5,0.8,0.05,0.05,0.799040511727079
5027.T,1,1.2,2.0,1.0,0.02,0.02,0.19047619047619047,0.15,21,0.1410259425641508,0.42857142857142855,0.44999999999999996,21,1,1.2,2.0,1.0,0.02,0.02,0.4495201919232308
5038.T,3,1.2,2.0,0.8,0.02,0.05,0.43243243243243246,0.45714285714285713,37,0.45665543306486933,0.07407407407407407,0.049999999999999996,27,3,1.2,2.0,0.8,0.02,0.05,0.04794882047181128
5131.T,2,1.2,2.0,1.0,0.02,0.02,0.47058823529411764,0.5333333333333333,68,0.5327646719090141,0.3469387755102041,0.3290322580645161,49,2,1.2,2.0,1.0,0.02,0.02,0.31841013594562173
5243.T,1,1.2,2.0,0.6,0.02,0.05,0.13274336283185842,0.09375,113,0.09173881467821036,0.25,0.20571428571428568,48,1,1.2,2.0,0.6,0.02,0.05,0.19978675196588033
5256.T,1,1.2,1.5,0.6,0.02,0.02,0.22580645161290322,0.23333333333333334,31,0.2330534825870647,0.14285714285714285,0.13333333333333333,7,1,1.2,1.5,0.6,0.02,0.02,0.13317341862117982
5595.T,1,1.2,2.0,0.6,0.05,0.02,0.22807017543859648,0.18139534883720929,114,0.17708371196975758,0.24,0.19999999999999998,50,1,1.2,2.0,0.6,0.05,0.02,0.18927165975714977
5644.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.6,1.6000000000000003,5,2,0.8,1.5,0.6,0.02,0.02,0.7987739872068231
5724.T,1,1.2,2.0,1.0,0.05,0.05,0.4807692307692308,0.5769230769230769,52,0.5549631999052232,0.3114754098360656,0.2780487804878049,61,1,1.2,2.0,1.0,0.05,0.05,0.2711391633822662
5729.T,5,1.2,2.0,0.6,0.02,0.05,0.33962264150943394,0.30857142857142855,53,0.30824241731878677,0.5294117647058824,0.7714285714285714,17,5,1.2,2.0,0.6,0.02,0.05,0.6742802878848462
5982.T,2,1.2,1.5,1.0,0.02,0.02,0.25,0.26666666666666666,8,0.26634683724235964,0.4,0.5333333333333333,5,2,1.2,1.5,1.0,0.02,0.02,0.5326936744847194
5998.T,1,1.0,2.0,1.0,0.02,0.05,0.3333333333333333,0.3333333333333333,12,0.24970011995201913,0.5555555555555556,0.8333333333333334,9,1,1.0,2.0,1.0,0.02,0.05,0.624250299880048
6022.T,5,1.2,1.5,0.6,0.02,0.05,0.875,5.6000000000000005,8,5.593283582089553,0.0,0.0,1,5,1.2,1.5,0.6,0.02,0.05,0.0
6190.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0,1,0.8,1.5,0.6,0.02,0.02,0.0
6232.T,5,1.2,1.5,0.6,0.05,0.05,0.2,0.20194174757281552,130,0.19976012793176975,0.12727272727272726,0.11666666666666667,55,5,1.2,1.5,0.6,0.05,0.05,0.11652674129353233
6254.T,5,1.2,2.0,0.6,0.05,0.02,0.1935483870967742,0.14594594594594593,93,0.14384646141543386,0.32653061224489793,0.3,49,5,1.2,2.0,0.6,0.05,0.02,0.29059891195037135
6269.T,1,1.2,1.5,1.0,0.02,0.05,0.2753623188405797,0.31020408163265306,69,0.30363539445628995,0.23809523809523808,0.26666666666666666,21,1,1.2,1.5,1.0,0.02,0.05,0.24970015991471214
6326.T,3,1.2,1.5,0.6,0.02,0.05,0.23931623931623933,0.2545454545454546,117,0.2513835317793058,0.05063291139240506,0.04324324324324324,79,3,1.2,1.5,0.6,0.02,0.05,0.04261549395877755
6330.T,2,1.2,1.5,0.6,0.02,0.05,0.23387096774193547,0.24421052631578946,124,0.24391762989563462,0.5192307692307693,0.9818181818181818,52,2,1.2,1.5,0.6,0.02,0.05,0.8629637526652453
6378.T,3,1.2,1.5,0.6,0.05,0.05,0.23232323232323232,0.2421052631578947,99,0.24181489170687911,0.07017543859649122,0.061538461538461535,57,3,1.2,1.5,0.6,0.05,0.05,0.060304944281288964
6407.T,2,1.2,2.0,0.6,0.02,0.05,0.1595744680851064,0.11392405063291139,94,0.11380258023372931,0.11320754716981132,0.07999999999999999,53,2,1.2,2.0,0.6,0.02,0.05,0.07651407522097546
6492.T,1,1.2,1.5,0.6,0.02,0.02,0.4444444444444444,0.64,9,0.6392324093816631,0.0,0.0,2,1,1.2,1.5,0.6,0.02,0.02,0.0
6506.T,5,1.2,2.0,1.0,0.05,0.02,0.3252032520325203,0.2962962962962963,123,0.2888483160952487,0.3684210526315789,0.36,57,5,1.2,2.0,1.0,0.05,0.02,0.34962681594029055
6508.T,1,1.2,1.5,0.6,0.02,0.02,0.25806451612903225,0.2782608695652174,31,0.27792713451376655,0.16666666666666666,0.17777777777777778,12,1,1.2,1.5,0.6,0.02,0.02,0.1598081023454158
6516.T,1,1.2,2.0,0.6,0.05,0.05,0.34782608695652173,0.32,23,0.31965880314540857,0.75,1.7999999999999998,4,1,1.2,2.0,0.6,0.05,0.05,1.798080767692923
6521.T,1,1.2,2.0,0.6,0.05,0.05,0.11764705882352941,0.08135593220338982,68,0.07991470078635213,0.15384615384615385,0.10909090909090909,52,1,1.2,2.0,0.6,0.05,0.05,0.10897459198138927
6573.T,1,1.2,2.0,1.0,0.02,0.05,0.5,1.5,10,0.599360255897641,0.0,0.0,0,1,1.2,2.0,1.0,0.02,0.05,0.0
6590.T,3,1.2,1.5,0.6,0.02,0.02,0.23015873015873015,0.24166666666666664,126,0.23888840041325038,0.125,0.12203389830508474,72,3,1.2,1.5,0.6,0.02,0.02,0.11414864453243985
6613.T,1,1.0,1.5,0.8,0.02,0.02,0.45714285714285713,0.5925925925925926,35,0.5606553697677027,0.3,0.2857142857142857,10,1,1.0,1.5,0.8,0.02,0.02,0.2853335363996345
6736.T,5,1.2,1.5,0.6,0.05,0.05,0.21739130434782608,0.2222222222222222,92,0.22195569770196638,0.1346153846153846,0.1272727272727273,52,5,1.2,1.5,0.6,0.05,0.05,0.12429519071310118
6740.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,5,,1.0,999.0,1,1,0.8,1.5,0.6,0.02,0.02,
6786.T,2,1.2,1.5,1.0,0.02,0.02,0.5555555555555556,1.3333333333333333,9,0.9988006396588488,0.3,0.7999999999999999,10,2,1.2,1.5,1.0,0.02,0.02,0.34244593359731956
6814.T,2,1.2,1.5,0.8,0.02,0.02,0.22794117647058823,0.24077669902912618,136,0.2359071987003757,0.3333333333333333,0.42,63,2,1.2,1.5,0.8,0.02,0.02,0.3995202558635394
6993.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,1.0,999.0,1,1,0.8,1.5,0.6,0.02,0.02,
7345.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.5,999.0,2,5,0.8,1.5,0.6,0.02,0.02,0.5325159914712154
7375.T,1,1.2,1.5,0.6,0.05,0.02,0.3333333333333333,0.39999999999999997,12,0.3995202558635394,0.7333333333333333,2.933333333333333,15,1,1.2,1.5,0.6,0.05,0.02,2.1973614072494665
7525.T,3,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,0.10526315789473684,0.06666666666666667,38,3,0.8,1.5,1.0,0.02,0.02,0.06264894017308416
7599.T,5,1.2,2.0,0.8,0.02,0.05,0.5882352941176471,0.8780487804878049,102,0.8562289369966302,0.36,0.33749999999999997,50,5,1.2,2.0,0.8,0.02,0.05,0.33714014394242303
7692.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.5,0.5333333333333333,4,1,0.8,1.5,0.6,0.02,0.02,0.5325159914712154
7711.T,2,1.2,2.0,0.6,0.05,0.02,0.3904761904761905,0.38437499999999997,105,0.3839651639344262,0.1111111111111111,0.075,18,2,1.2,2.0,0.6,0.05,0.02,0.07492003198720512
7793.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,5,0.0,0.0,0.0,2,1,0.8,1.5,0.6,0.02,0.02,0.0
7837.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0,1,0.8,1.5,0.6,0.02,0.02,0.0
7859.T,2,1.2,1.5,0.6,0.02,0.05,0.45454545454545453,0.8,11,0.6658670931058992,0.047619047619047616,0.047058823529411764,21,2,1.2,1.5,0.6,0.02,0.05,0.03995202558635395
7985.T,3,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.5999999999999999,3,1.5980810234541576,0.2857142857142857,0.5333333333333333,7,3,1.2,1.5,0.6,0.02,0.02,0.3196162046908316
8065.T,5,1.0,2.0,0.6,0.02,0.05,0.32,0.25,25,0.23501187760190043,0.5294117647058824,0.5625,17,5,1.0,2.0,0.6,0.02,0.05,0.5618252698920433
8237.T,2,1.2,2.0,0.6,0.02,0.05,0.275,0.24146341463414636,120,0.2273435453404845,0.07692307692307693,0.05,65,2,1.2,2.0,0.6,0.02,0.05,0.04994668799147008
8267.T,3,1.2,2.0,0.6,0.05,0.02,0.18604651162790697,0.13980582524271842,129,0.1369966299194608,0.4,0.41379310344827586,50,3,1.2,2.0,0.6,0.05,0.02,0.39957350393176067
8783.T,1,1.0,2.0,0.6,0.05,0.02,0.16666666666666666,0.1,18,0.09988004798080766,0.14285714285714285,0.09090909090909091,14,1,1.0,2.0,0.6,0.05,0.02,0.08323337331733972
8995.T,1,1.2,1.5,0.8,0.02,0.02,0.36363636363636365,0.5333333333333333,11,0.4565945781297594,0.3333333333333333,0.39999999999999997,18,1,1.2,1.5,0.8,0.02,0.02,0.3995202558635394
9165.T,3,1.2,1.5,0.6,0.02,0.02,0.25,0.39999999999999997,4,0.26634683724235964,0.5,999.0,2,3,1.2,1.5,0.6,0.02,0.02,0.799040511727079
9211.T,5,1.2,1.5,0.6,0.02,0.05,0.19090909090909092,0.19090909090909092,110,0.18853764883447932,0.13157894736842105,0.125,38,5,1.2,1.5,0.6,0.02,0.05,0.12106674420107257
9215.T,3,1.2,2.0,0.6,0.02,0.05,0.2571428571428571,0.20769230769230768,35,0.20747085781072186,0.14285714285714285,0.09999999999999999,7,3,1.2,2.0,0.6,0.02,0.05,0.09989337598294017
9227.T,1,1.2,1.5,0.6,0.05,0.05,0.21875,0.224,64,0.22373134328358213,0.3076923076923077,0.35555555555555557,52,1,1.2,1.5,0.6,0.05,0.05,0.35512911632314625
9704.T,1,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,1.0,999.0,1,1,0.8,1.5,1.0,0.02,0.02,
