code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades,PF_eff
135A.T,2,1.2,2.0,0.8,0.05,0.02,0.24096385542168675,0.1935483870967742,83,0.1902730971103622
1376.T,1,1.2,1.5,0.6,0.02,0.05,0.26666666666666666,0.32,15,0.29056018608257417
1382.T,1,1.2,2.0,0.8,0.02,0.02,0.25,0.39999999999999997,8,0.19978675196588033
1401.T,3,1.2,2.0,0.8,0.02,0.05,0.64,1.2,25,1.0655293438180284
1490.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
1491.T,5,1.2,2.0,0.6,0.05,0.05,0.4,0.46451612903225803,60,0.39957350393176067
1543.T,5,1.2,1.5,1.0,0.02,0.02,0.38461538461538464,0.5,91,0.49940031982942434
1675.T,1,1.2,2.0,1.0,0.02,0.02,0.48,0.6545454545454544,25,0.5532556208285917
168A.T,2,1.2,2.0,0.8,0.02,0.02,0.46153846153846156,0.5142857142857142,13,0.5137373621979779
186A.T,3,1.2,2.0,0.6,0.02,0.05,0.2413793103448276,0.19534883720930232,116,0.19070553596743123
1926.T,5,1.2,1.5,0.6,0.05,0.02,0.2765957446808511,0.30588235294117644,47,0.3055154897780008
2138.T,5,1.2,2.0,0.6,0.02,0.05,0.6,0.8999999999999999,10,0.8990403838464615
215A.T,3,1.2,2.0,0.6,0.02,0.02,0.16541353383458646,0.12,133,0.11879212279052344
219A.T,1,1.2,1.5,1.0,0.05,0.05,0.37,0.46984126984126984,100,0.46927776085558603
228A.T,2,1.2,2.0,0.6,0.02,0.02,0.4186046511627907,0.44999999999999996,43,0.4315393842463016
2315.T,1,1.0,1.5,0.8,0.02,0.02,0.875,4.666666666666667,8,4.66044776119403
2370.T,1,1.0,1.5,0.6,0.02,0.05,0.5384615384615384,0.9333333333333333,13,0.7767412935323382
276A.T,2,1.2,1.5,0.6,0.05,0.02,0.25316455696202533,0.27586206896551724,79,0.270861190415959
278A.T,2,1.2,1.5,0.8,0.02,0.05,0.15833333333333333,0.15353535353535355,120,0.15031455171103467
290A.T,1,1.2,1.5,0.6,0.05,0.02,0.13095238095238096,0.12222222222222222,84,0.12040336478079272
2998.T,1,1.2,1.5,0.6,0.05,0.05,0.19753086419753085,0.2098360655737705,81,0.1966868951943579
319A.T,1,1.2,1.5,1.0,0.05,0.05,0.26,0.29714285714285715,50,0.2807439635797845
3267.T,5,1.2,2.0,0.6,0.02,0.02,0.30612244897959184,0.28125,49,0.26442364230778276
335A.T,5,1.2,2.0,0.6,0.02,0.05,0.3103448275862069,0.28421052631578947,29,0.26971211515393845
338A.T,3,1.2,1.5,1.0,0.05,0.02,0.19834710743801653,0.2021052631578947,121,0.19770074516958655
3446.T,3,1.2,1.5,0.6,0.02,0.02,0.23333333333333334,0.24615384615384617,120,0.24318624269954578
352A.T,2,1.2,1.5,0.6,0.05,0.02,0.16666666666666666,0.17777777777777776,36,0.1598081023454158
3664.T,1,1.0,1.5,0.6,0.02,0.02,0.8333333333333334,3.3333333333333335,6,3.3288912579957364
3692.T,1,1.2,2.0,0.6,0.05,0.02,0.12745098039215685,0.09069767441860464,102,0.08754700367044194
3779.T,1,1.2,1.5,0.8,0.02,0.05,0.26666666666666666,0.32,15,0.29056018608257417
3843.T,2,1.2,1.5,1.0,0.05,0.02,0.2777777777777778,0.3076923076923077,36,0.30732327374118423
3856.T,1,1.2,2.0,0.6,0.02,0.02,0.25862068965517243,0.21428571428571427,58,0.20907915903406082
3935.T,5,1.2,2.0,1.0,0.02,0.05,0.3411764705882353,0.31071428571428567,85,0.31038298966127836
3987.T,1,1.2,1.5,1.0,0.02,0.02,0.25,0.39999999999999997,4,0.26634683724235964
4088.T,3,1.2,2.0,0.6,0.02,0.02,0.45588235294117646,0.5027027027027027,68,0.5021667008872127
4125.T,1,1.2,2.0,0.8,0.02,0.05,0.5454545454545454,0.72,11,0.719232307077169
414A.T,2,1.2,2.0,0.8,0.05,0.05,0.2765957446808511,0.22941176470588234,94,0.22916715666674511
4168.T,5,1.2,2.0,0.6,0.02,0.05,0.41975308641975306,0.4340425531914893,81,0.43357975958552747
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.42391304347826086,0.5886792452830188,92,0.5879732067425676
