code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades,PF_eff
2564.T,3,1.2,1.5,0.6,0.02,0.05,0.2222222222222222,0.2285714285714286,63,0.2282972890648797
2622.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,
2637.T,2,1.2,1.5,1.0,0.05,0.02,0.375,0.6,8,0.47942430703624733
2643.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
2648.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
2653.T,2,1.2,2.0,0.6,0.02,0.02,0.17647058823529413,0.18,17,0.1284343405494945
2736.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
276A.T,2,1.2,1.5,0.6,0.05,0.02,0.25316455696202533,0.27586206896551724,79,0.270861190415959
2791.T,1,1.2,1.5,1.0,0.02,0.02,0.5833333333333334,1.12,12,1.1186567164179109
2849.T,5,1.2,1.5,0.6,0.02,0.05,0.47619047619047616,0.8,21,0.7264004652064353
2872.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,
2934.T,3,1.2,1.5,0.6,0.02,0.05,0.32142857142857145,0.39999999999999997,28,0.3784928739759848
2936.T,2,1.2,2.0,0.8,0.02,0.02,0.3333333333333333,0.3054545454545455,84,0.29968012794882043
3041.T,5,1.2,1.5,0.6,0.02,0.02,0.5,0.7999999999999999,2,0.799040511727079
3045.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
3113.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,
3139.T,2,1.2,1.5,0.8,0.02,0.05,0.44642857142857145,0.6451612903225806,56,0.6443875094573217
3349.T,5,1.2,2.0,0.6,0.02,0.02,0.2962962962962963,0.2553191489361702,135,0.25236221300953304
3541.T,1,1.2,1.5,0.6,0.02,0.02,0.45,0.72,20,0.6537604186857918
3647.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
3766.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
3835.T,3,1.2,1.5,1.0,0.02,0.02,0.42857142857142855,0.6,28,0.5992803837953092
3856.T,1,1.2,2.0,0.6,0.02,0.02,0.25862068965517243,0.21428571428571427,58,0.20907915903406082
3902.T,2,1.2,1.5,0.8,0.05,0.02,0.3269230769230769,0.38857142857142857,52,0.3881053914102955
3929.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,
3935.T,5,1.2,2.0,1.0,0.02,0.05,0.3411764705882353,0.31071428571428567,85,0.31038298966127836
3955.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,
3987.T,1,1.2,1.5,1.0,0.02,0.02,0.25,0.39999999999999997,4,0.26634683724235964
4176.T,1,1.2,2.0,1.0,0.05,0.02,0.4166666666666667,0.42857142857142855,24,0.4281144684983151
4198.T,3,1.2,1.5,0.6,0.02,0.05,0.8,3.1999999999999997,5,3.1961620469083165
4343.T,1,1.0,2.0,1.0,0.02,0.02,0.625,0.8333333333333334,8,0.8323337331733973
4365.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.42391304347826086,0.5886792452830188,92,0.5879732067425676
4429.T,2,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.5999999999999999,3,1.5980810234541576
4664.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,
5035.T,3,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
5246.T,1,1.2,1.5,1.0,0.05,0.02,0.17543859649122806,0.1702127659574468,57,0.17000861951639978
5250.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
5578.T,1,1.2,1.5,0.6,0.02,0.05,0.4,0.5333333333333333,10,0.5326936744847194
5724.T,1,1.2,2.0,1.0,0.05,0.05,0.4807692307692308,0.5769230769230769,52,0.5549631999052232
5962.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
5966.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
5969.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
6147.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
6190.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
6248.T,5,0.8,1.5,0.8,0.02,0.02,1.0,999.0,1,
6312.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
6467.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
6558.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
6566.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
6638.T,2,1.2,2.0,0.6,0.05,0.05,0.25882352941176473,0.2129032258064516,85,0.20930040682139847
6797.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
7018.T,3,1.2,2.0,0.6,0.02,0.05,0.4642857142857143,0.52,28,0.5194455551112889
7036.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,4,0.0
7077.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
7138.T,3,1.2,2.0,0.8,0.02,0.02,0.125,0.0967741935483871,40,0.085622893699663
7192.T,5,1.2,1.5,0.6,0.02,0.02,0.2857142857142857,0.32,7,0.3196162046908316
7255.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
7525.T,3,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,
75505.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
7619.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,
7794.T,1,1.2,1.5,1.0,0.05,0.05,0.5454545454545454,1.0285714285714285,33,0.9588486140724946
7812.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
7837.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
7851.T,1,1.2,1.5,0.6,0.02,0.02,0.14285714285714285,0.16,7,0.13317341862117982
7857.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
7886.T,3,1.2,1.5,0.8,0.02,0.02,0.3333333333333333,0.4799999999999999,9,0.3995202558635394
7923.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,
8209.T,1,0.8,1.5,0.6,0.02,0.02,0.5,999.0,2,0.5325159914712154
9087.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
9252.T,3,1.2,1.5,0.6,0.02,0.05,0.42857142857142855,0.6,14,0.5992803837953092
9257.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
9311.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
9679.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0
9948.T,1,1.2,2.0,1.0,0.05,0.02,0.75,1.7999999999999998,4,1.798080767692923
9994.T,1,1.2,2.0,1.0,0.02,0.02,0.38461538461538464,0.42857142857142855,13,0.37460015993602563
